Tarih,NoktaAdi,ParametreAdiRaw,ParametreAdi,Birim,DegerRaw,Deger,DegerCensor,DegerLimit
2024-11-13,65/17 Sok. No:45 Yumurtacı Ahmet Camii - KARABAĞLAR,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2024-11-13,65/17 Sok. No:45 Yumurtacı Ahmet Camii - KARABAĞLAR,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,4",0.4,,0.4
2024-11-13,65/17 Sok. No:45 Yumurtacı Ahmet Camii - KARABAĞLAR,Renk,Renk,nan,UYGUN,,ND,
2024-11-13,65/17 Sok. No:45 Yumurtacı Ahmet Camii - KARABAĞLAR,Toplam sertlik,Toplam Sertlik,Fr,28,28.0,,28.0
2024-11-13,65/17 Sok. No:45 Yumurtacı Ahmet Camii - KARABAĞLAR,Tuzluluk,Tuzluluk,%0,0,0.0,,0.0
2024-11-13,65/17 Sok. No:45 Yumurtacı Ahmet Camii - KARABAĞLAR,pH,pH,nan,"7,3 (24 °C)",7.3,,7.3
2024-11-13,65/17 Sok. No:45 Yumurtacı Ahmet Camii - KARABAĞLAR,İletkenlik,İletkenlik,μS/cm,577 (25 °C),577.0,,577.0
2024-11-13,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,Alüminyum (Al),Alüminyum,μg/L,"13,14",13.14,,13.14
2024-11-13,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2024-11-13,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,Arsenik (As),Arsenik,μg/L,"4,34",4.34,,4.34
2024-11-13,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2024-11-13,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2024-11-13,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,Demir (Fe),Demir,μg/L,"12,87",12.87,,12.87
2024-11-13,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2024-11-13,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,Klorür (Cl⁻),Klorür,mg/L,28,28.0,,28.0
2024-11-13,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,Koku,Koku,nan,UYGUN,,ND,
2024-11-13,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2024-11-13,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2024-11-13,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,6",0.6,,0.6
2024-11-13,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,Renk,Renk,nan,UYGUN,,ND,
2024-11-13,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,Toplam sertlik,Toplam Sertlik,Fr,29,29.0,,29.0
2024-11-13,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,Tuzluluk,Tuzluluk,%0,"0,1",0.1,,0.1
2024-11-13,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,pH,pH,nan,"7,5 (24 °C)",7.5,,7.5
2024-11-13,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,İletkenlik,İletkenlik,μS/cm,627 (25 °C),627.0,,627.0
2024-11-13,682/4 Sok. No:2 Gediz - BUCA,Alüminyum (Al),Alüminyum,μg/L,"9,41",9.41,,9.41
2024-11-13,682/4 Sok. No:2 Gediz - BUCA,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2024-11-13,682/4 Sok. No:2 Gediz - BUCA,Arsenik (As),Arsenik,μg/L,"4,84",4.84,,4.84
2024-11-13,682/4 Sok. No:2 Gediz - BUCA,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2024-11-13,682/4 Sok. No:2 Gediz - BUCA,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2024-11-13,682/4 Sok. No:2 Gediz - BUCA,Demir (Fe),Demir,μg/L,"7,92",7.92,,7.92
2024-11-13,682/4 Sok. No:2 Gediz - BUCA,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2024-11-13,682/4 Sok. No:2 Gediz - BUCA,Klorür (Cl⁻),Klorür,mg/L,29,29.0,,29.0
2024-11-13,682/4 Sok. No:2 Gediz - BUCA,Koku,Koku,nan,UYGUN,,ND,
2024-11-13,682/4 Sok. No:2 Gediz - BUCA,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2024-11-13,682/4 Sok. No:2 Gediz - BUCA,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2024-11-13,682/4 Sok. No:2 Gediz - BUCA,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,4",0.4,,0.4
2024-11-13,682/4 Sok. No:2 Gediz - BUCA,Renk,Renk,nan,UYGUN,,ND,
2024-11-13,682/4 Sok. No:2 Gediz - BUCA,Toplam sertlik,Toplam Sertlik,Fr,30,30.0,,30.0
2024-11-13,682/4 Sok. No:2 Gediz - BUCA,Tuzluluk,Tuzluluk,%0,0,0.0,,0.0
2024-11-13,682/4 Sok. No:2 Gediz - BUCA,pH,pH,nan,"7,3 (24 °C)",7.3,,7.3
2024-11-13,682/4 Sok. No:2 Gediz - BUCA,İletkenlik,İletkenlik,μS/cm,567 (25 °C),567.0,,567.0
2024-11-13,7659/2 Sok. No:1/b Postacılar Mah. - BAYRAKLI,Alüminyum (Al),Alüminyum,μg/L,"10,27",10.27,,10.27
2024-11-13,7659/2 Sok. No:1/b Postacılar Mah. - BAYRAKLI,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2024-11-13,7659/2 Sok. No:1/b Postacılar Mah. - BAYRAKLI,Arsenik (As),Arsenik,μg/L,"5,78",5.78,,5.78
2024-11-13,7659/2 Sok. No:1/b Postacılar Mah. - BAYRAKLI,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2024-11-13,7659/2 Sok. No:1/b Postacılar Mah. - BAYRAKLI,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2024-11-13,7659/2 Sok. No:1/b Postacılar Mah. - BAYRAKLI,Demir (Fe),Demir,μg/L,"16,74",16.74,,16.74
2024-11-13,7659/2 Sok. No:1/b Postacılar Mah. - BAYRAKLI,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2024-11-13,7659/2 Sok. No:1/b Postacılar Mah. - BAYRAKLI,Klorür (Cl⁻),Klorür,mg/L,28,28.0,,28.0
2024-11-13,7659/2 Sok. No:1/b Postacılar Mah. - BAYRAKLI,Koku,Koku,nan,UYGUN,,ND,
2024-11-13,7659/2 Sok. No:1/b Postacılar Mah. - BAYRAKLI,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2024-11-13,7659/2 Sok. No:1/b Postacılar Mah. - BAYRAKLI,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2024-11-13,7659/2 Sok. No:1/b Postacılar Mah. - BAYRAKLI,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,6",0.6,,0.6
2024-11-13,7659/2 Sok. No:1/b Postacılar Mah. - BAYRAKLI,Renk,Renk,nan,UYGUN,,ND,
2024-11-13,7659/2 Sok. No:1/b Postacılar Mah. - BAYRAKLI,Toplam sertlik,Toplam Sertlik,Fr,32,32.0,,32.0
2024-11-13,7659/2 Sok. No:1/b Postacılar Mah. - BAYRAKLI,Tuzluluk,Tuzluluk,%0,"0,1",0.1,,0.1
2024-11-13,7659/2 Sok. No:1/b Postacılar Mah. - BAYRAKLI,pH,pH,nan,"7,4 (24 °C)",7.4,,7.4
2024-11-13,7659/2 Sok. No:1/b Postacılar Mah. - BAYRAKLI,İletkenlik,İletkenlik,μS/cm,641 (25 °C),641.0,,641.0
2024-11-13,8172 Sok. No:90/1 Güzeltepe - ÇİĞLİ,Alüminyum (Al),Alüminyum,μg/L,"7,85",7.85,,7.85
2024-11-13,8172 Sok. No:90/1 Güzeltepe - ÇİĞLİ,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2024-11-13,8172 Sok. No:90/1 Güzeltepe - ÇİĞLİ,Arsenik (As),Arsenik,μg/L,"5,66",5.66,,5.66
2024-11-13,8172 Sok. No:90/1 Güzeltepe - ÇİĞLİ,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2024-11-13,8172 Sok. No:90/1 Güzeltepe - ÇİĞLİ,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2024-11-13,8172 Sok. No:90/1 Güzeltepe - ÇİĞLİ,Demir (Fe),Demir,μg/L,"6,31",6.31,,6.31
2024-11-13,8172 Sok. No:90/1 Güzeltepe - ÇİĞLİ,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2024-11-13,8172 Sok. No:90/1 Güzeltepe - ÇİĞLİ,Klorür (Cl⁻),Klorür,mg/L,28,28.0,,28.0
2024-11-13,8172 Sok. No:90/1 Güzeltepe - ÇİĞLİ,Koku,Koku,nan,UYGUN,,ND,
2024-11-13,8172 Sok. No:90/1 Güzeltepe - ÇİĞLİ,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2024-11-13,8172 Sok. No:90/1 Güzeltepe - ÇİĞLİ,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2024-11-13,8172 Sok. No:90/1 Güzeltepe - ÇİĞLİ,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,6",0.6,,0.6
2024-11-13,8172 Sok. No:90/1 Güzeltepe - ÇİĞLİ,Renk,Renk,nan,UYGUN,,ND,
2024-11-13,8172 Sok. No:90/1 Güzeltepe - ÇİĞLİ,Toplam sertlik,Toplam Sertlik,Fr,32,32.0,,32.0
2024-11-13,8172 Sok. No:90/1 Güzeltepe - ÇİĞLİ,Tuzluluk,Tuzluluk,%0,"0,1",0.1,,0.1
2024-11-13,8172 Sok. No:90/1 Güzeltepe - ÇİĞLİ,pH,pH,nan,"7,4 (24 °C)",7.4,,7.4
2024-11-13,8172 Sok. No:90/1 Güzeltepe - ÇİĞLİ,İletkenlik,İletkenlik,μS/cm,643 (25 °C),643.0,,643.0
2024-11-13,8809 Sok. No:141/a Evka-5 - ÇİĞLİ,Alüminyum (Al),Alüminyum,μg/L,"19,40",19.4,,19.4
2024-11-13,8809 Sok. No:141/a Evka-5 - ÇİĞLİ,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2024-11-13,8809 Sok. No:141/a Evka-5 - ÇİĞLİ,Arsenik (As),Arsenik,μg/L,"3,78",3.78,,3.78
2024-11-13,8809 Sok. No:141/a Evka-5 - ÇİĞLİ,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2024-11-13,8809 Sok. No:141/a Evka-5 - ÇİĞLİ,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2024-11-13,8809 Sok. No:141/a Evka-5 - ÇİĞLİ,Demir (Fe),Demir,μg/L,"106,7",106.7,,106.7
2024-11-13,8809 Sok. No:141/a Evka-5 - ÇİĞLİ,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2024-11-13,8809 Sok. No:141/a Evka-5 - ÇİĞLİ,Klorür (Cl⁻),Klorür,mg/L,39,39.0,,39.0
2024-11-13,8809 Sok. No:141/a Evka-5 - ÇİĞLİ,Koku,Koku,nan,UYGUN,,ND,
2024-11-13,8809 Sok. No:141/a Evka-5 - ÇİĞLİ,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2024-11-13,8809 Sok. No:141/a Evka-5 - ÇİĞLİ,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2024-11-13,8809 Sok. No:141/a Evka-5 - ÇİĞLİ,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,6",0.6,,0.6
2024-11-13,8809 Sok. No:141/a Evka-5 - ÇİĞLİ,Renk,Renk,nan,UYGUN,,ND,
2024-11-13,8809 Sok. No:141/a Evka-5 - ÇİĞLİ,Toplam sertlik,Toplam Sertlik,Fr,32,32.0,,32.0
2024-11-13,8809 Sok. No:141/a Evka-5 - ÇİĞLİ,Tuzluluk,Tuzluluk,%0,"0,1",0.1,,0.1
2024-11-13,8809 Sok. No:141/a Evka-5 - ÇİĞLİ,pH,pH,nan,"7,3 (24 °C)",7.3,,7.3
2024-11-13,8809 Sok. No:141/a Evka-5 - ÇİĞLİ,İletkenlik,İletkenlik,μS/cm,725 (25 °C),725.0,,725.0
2024-11-13,914 Sok. No.7/a Ufuk Mah. - BUCA,Alüminyum (Al),Alüminyum,μg/L,"15,02",15.02,,15.02
2024-11-13,914 Sok. No.7/a Ufuk Mah. - BUCA,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2024-11-13,914 Sok. No.7/a Ufuk Mah. - BUCA,Arsenik (As),Arsenik,μg/L,"2,36",2.36,,2.36
2024-11-13,914 Sok. No.7/a Ufuk Mah. - BUCA,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2024-11-13,914 Sok. No.7/a Ufuk Mah. - BUCA,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2024-11-13,914 Sok. No.7/a Ufuk Mah. - BUCA,Demir (Fe),Demir,μg/L,"90,47",90.47,,90.47
2024-11-13,914 Sok. No.7/a Ufuk Mah. - BUCA,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2024-11-13,914 Sok. No.7/a Ufuk Mah. - BUCA,Klorür (Cl⁻),Klorür,mg/L,51,51.0,,51.0
2024-11-13,914 Sok. No.7/a Ufuk Mah. - BUCA,Koku,Koku,nan,UYGUN,,ND,
2024-11-13,914 Sok. No.7/a Ufuk Mah. - BUCA,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2024-11-13,914 Sok. No.7/a Ufuk Mah. - BUCA,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2024-11-13,914 Sok. No.7/a Ufuk Mah. - BUCA,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,4",0.4,,0.4
2024-11-13,914 Sok. No.7/a Ufuk Mah. - BUCA,Renk,Renk,nan,UYGUN,,ND,
2024-11-13,914 Sok. No.7/a Ufuk Mah. - BUCA,Toplam sertlik,Toplam Sertlik,Fr,24,24.0,,24.0
2024-11-13,914 Sok. No.7/a Ufuk Mah. - BUCA,Tuzluluk,Tuzluluk,%0,0,0.0,,0.0
2024-11-13,914 Sok. No.7/a Ufuk Mah. - BUCA,pH,pH,nan,"7,3 (24 °C)",7.3,,7.3
2024-11-13,914 Sok. No.7/a Ufuk Mah. - BUCA,İletkenlik,İletkenlik,μS/cm,522 (25 °C),522.0,,522.0
2024-11-13,Abdullah Arda Meydanı No:29 Arkadaşlar Kahvesi - GAZİEMİR,Alüminyum (Al),Alüminyum,μg/L,"11,37",11.37,,11.37
2024-11-13,Abdullah Arda Meydanı No:29 Arkadaşlar Kahvesi - GAZİEMİR,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2024-11-13,Abdullah Arda Meydanı No:29 Arkadaşlar Kahvesi - GAZİEMİR,Arsenik (As),Arsenik,μg/L,"1,07",1.07,,1.07
2024-11-13,Abdullah Arda Meydanı No:29 Arkadaşlar Kahvesi - GAZİEMİR,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2024-11-13,Abdullah Arda Meydanı No:29 Arkadaşlar Kahvesi - GAZİEMİR,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2024-11-13,Abdullah Arda Meydanı No:29 Arkadaşlar Kahvesi - GAZİEMİR,Demir (Fe),Demir,μg/L,"21,10",21.1,,21.1
2024-11-13,Abdullah Arda Meydanı No:29 Arkadaşlar Kahvesi - GAZİEMİR,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2024-11-13,Abdullah Arda Meydanı No:29 Arkadaşlar Kahvesi - GAZİEMİR,Klorür (Cl⁻),Klorür,mg/L,52,52.0,,52.0
2024-11-13,Abdullah Arda Meydanı No:29 Arkadaşlar Kahvesi - GAZİEMİR,Koku,Koku,nan,UYGUN,,ND,
2024-11-13,Abdullah Arda Meydanı No:29 Arkadaşlar Kahvesi - GAZİEMİR,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2024-11-13,Abdullah Arda Meydanı No:29 Arkadaşlar Kahvesi - GAZİEMİR,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2024-11-13,Abdullah Arda Meydanı No:29 Arkadaşlar Kahvesi - GAZİEMİR,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,4",0.4,,0.4
2024-11-13,Abdullah Arda Meydanı No:29 Arkadaşlar Kahvesi - GAZİEMİR,Renk,Renk,nan,UYGUN,,ND,
2024-11-13,Abdullah Arda Meydanı No:29 Arkadaşlar Kahvesi - GAZİEMİR,Toplam sertlik,Toplam Sertlik,Fr,22,22.0,,22.0
2024-11-13,Abdullah Arda Meydanı No:29 Arkadaşlar Kahvesi - GAZİEMİR,Tuzluluk,Tuzluluk,%0,0,0.0,,0.0
2024-11-13,Abdullah Arda Meydanı No:29 Arkadaşlar Kahvesi - GAZİEMİR,pH,pH,nan,"7,5 (24 °C)",7.5,,7.5
2024-11-13,Abdullah Arda Meydanı No:29 Arkadaşlar Kahvesi - GAZİEMİR,İletkenlik,İletkenlik,μS/cm,501 (25 °C),501.0,,501.0
2024-11-13,Akıncılar Cd. İle 1420 Sok. Kvs. Kahramanlar - KONAK,Alüminyum (Al),Alüminyum,μg/L,"11,62",11.62,,11.62
2024-11-13,Akıncılar Cd. İle 1420 Sok. Kvs. Kahramanlar - KONAK,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2024-11-13,Akıncılar Cd. İle 1420 Sok. Kvs. Kahramanlar - KONAK,Arsenik (As),Arsenik,μg/L,"5,56",5.56,,5.56
2024-11-13,Akıncılar Cd. İle 1420 Sok. Kvs. Kahramanlar - KONAK,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2024-11-13,Akıncılar Cd. İle 1420 Sok. Kvs. Kahramanlar - KONAK,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2024-11-13,Akıncılar Cd. İle 1420 Sok. Kvs. Kahramanlar - KONAK,Demir (Fe),Demir,μg/L,"17,71",17.71,,17.71
2024-11-13,Akıncılar Cd. İle 1420 Sok. Kvs. Kahramanlar - KONAK,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2024-11-13,Akıncılar Cd. İle 1420 Sok. Kvs. Kahramanlar - KONAK,Klorür (Cl⁻),Klorür,mg/L,24,24.0,,24.0
2024-11-13,Akıncılar Cd. İle 1420 Sok. Kvs. Kahramanlar - KONAK,Koku,Koku,nan,UYGUN,,ND,
2024-11-13,Akıncılar Cd. İle 1420 Sok. Kvs. Kahramanlar - KONAK,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2024-11-13,Akıncılar Cd. İle 1420 Sok. Kvs. Kahramanlar - KONAK,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2024-11-13,Akıncılar Cd. İle 1420 Sok. Kvs. Kahramanlar - KONAK,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,4",0.4,,0.4
2024-11-13,Akıncılar Cd. İle 1420 Sok. Kvs. Kahramanlar - KONAK,Renk,Renk,nan,UYGUN,,ND,
2024-11-13,Akıncılar Cd. İle 1420 Sok. Kvs. Kahramanlar - KONAK,Toplam sertlik,Toplam Sertlik,Fr,31,31.0,,31.0
2024-11-13,Akıncılar Cd. İle 1420 Sok. Kvs. Kahramanlar - KONAK,Tuzluluk,Tuzluluk,%0,0,0.0,,0.0
2024-11-13,Akıncılar Cd. İle 1420 Sok. Kvs. Kahramanlar - KONAK,pH,pH,nan,"7,2 (20 °C)",7.2,,7.2
2024-11-13,Akıncılar Cd. İle 1420 Sok. Kvs. Kahramanlar - KONAK,İletkenlik,İletkenlik,μS/cm,553 (25 °C),553.0,,553.0
2024-11-13,Alim Dağhan Cd. İle 6716 Sok. Kvs. - KARŞIYAKA,Alüminyum (Al),Alüminyum,μg/L,"9,63",9.63,,9.63
2024-11-13,Alim Dağhan Cd. İle 6716 Sok. Kvs. - KARŞIYAKA,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2024-11-13,Alim Dağhan Cd. İle 6716 Sok. Kvs. - KARŞIYAKA,Arsenik (As),Arsenik,μg/L,"5,30",5.3,,5.3
2024-11-13,Alim Dağhan Cd. İle 6716 Sok. Kvs. - KARŞIYAKA,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2024-11-13,Alim Dağhan Cd. İle 6716 Sok. Kvs. - KARŞIYAKA,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2024-11-13,Alim Dağhan Cd. İle 6716 Sok. Kvs. - KARŞIYAKA,Demir (Fe),Demir,μg/L,"8,77",8.77,,8.77
2024-11-13,Alim Dağhan Cd. İle 6716 Sok. Kvs. - KARŞIYAKA,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2024-11-13,Alim Dağhan Cd. İle 6716 Sok. Kvs. - KARŞIYAKA,Klorür (Cl⁻),Klorür,mg/L,28,28.0,,28.0
2024-11-13,Alim Dağhan Cd. İle 6716 Sok. Kvs. - KARŞIYAKA,Koku,Koku,nan,UYGUN,,ND,
2024-11-13,Alim Dağhan Cd. İle 6716 Sok. Kvs. - KARŞIYAKA,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2024-11-13,Alim Dağhan Cd. İle 6716 Sok. Kvs. - KARŞIYAKA,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2024-11-13,Alim Dağhan Cd. İle 6716 Sok. Kvs. - KARŞIYAKA,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,6",0.6,,0.6
2024-11-13,Alim Dağhan Cd. İle 6716 Sok. Kvs. - KARŞIYAKA,Renk,Renk,nan,UYGUN,,ND,
2024-11-13,Alim Dağhan Cd. İle 6716 Sok. Kvs. - KARŞIYAKA,Toplam sertlik,Toplam Sertlik,Fr,32,32.0,,32.0
2024-11-13,Alim Dağhan Cd. İle 6716 Sok. Kvs. - KARŞIYAKA,Tuzluluk,Tuzluluk,%0,"0,1",0.1,,0.1
2024-11-13,Alim Dağhan Cd. İle 6716 Sok. Kvs. - KARŞIYAKA,pH,pH,nan,"7,4 (24 °C)",7.4,,7.4
2024-11-13,Alim Dağhan Cd. İle 6716 Sok. Kvs. - KARŞIYAKA,İletkenlik,İletkenlik,μS/cm,643 (25 °C),643.0,,643.0
2024-11-13,Ankara Cad. İle Atatürk Cad. Kav. - BORNOVA,Alüminyum (Al),Alüminyum,μg/L,"16,24",16.24,,16.24
2024-11-13,Ankara Cad. İle Atatürk Cad. Kav. - BORNOVA,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2024-11-13,Ankara Cad. İle Atatürk Cad. Kav. - BORNOVA,Arsenik (As),Arsenik,μg/L,"4,81",4.81,,4.81
2024-11-13,Ankara Cad. İle Atatürk Cad. Kav. - BORNOVA,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2024-11-13,Ankara Cad. İle Atatürk Cad. Kav. - BORNOVA,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2024-11-13,Ankara Cad. İle Atatürk Cad. Kav. - BORNOVA,Demir (Fe),Demir,μg/L,"99,81",99.81,,99.81
2024-11-13,Ankara Cad. İle Atatürk Cad. Kav. - BORNOVA,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2024-11-13,Ankara Cad. İle Atatürk Cad. Kav. - BORNOVA,Klorür (Cl⁻),Klorür,mg/L,28,28.0,,28.0
2024-11-13,Ankara Cad. İle Atatürk Cad. Kav. - BORNOVA,Koku,Koku,nan,UYGUN,,ND,
2024-11-13,Ankara Cad. İle Atatürk Cad. Kav. - BORNOVA,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2024-11-13,Ankara Cad. İle Atatürk Cad. Kav. - BORNOVA,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2024-11-13,Ankara Cad. İle Atatürk Cad. Kav. - BORNOVA,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,6",0.6,,0.6
2024-11-13,Ankara Cad. İle Atatürk Cad. Kav. - BORNOVA,Renk,Renk,nan,UYGUN,,ND,
2024-11-13,Ankara Cad. İle Atatürk Cad. Kav. - BORNOVA,Toplam sertlik,Toplam Sertlik,Fr,33,33.0,,33.0
2024-11-13,Ankara Cad. İle Atatürk Cad. Kav. - BORNOVA,Tuzluluk,Tuzluluk,%0,"0,1",0.1,,0.1
2024-11-13,Ankara Cad. İle Atatürk Cad. Kav. - BORNOVA,pH,pH,nan,"7,4 (24 °C)",7.4,,7.4
2024-11-13,Ankara Cad. İle Atatürk Cad. Kav. - BORNOVA,İletkenlik,İletkenlik,μS/cm,644 (25 °C),644.0,,644.0
2024-11-13,Atatürk Cad. İle Zübeyde Hanim Cad.kavşağı - KARŞIYAKA,Alüminyum (Al),Alüminyum,μg/L,"17,68",17.68,,17.68
2024-11-13,Atatürk Cad. İle Zübeyde Hanim Cad.kavşağı - KARŞIYAKA,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2024-11-13,Atatürk Cad. İle Zübeyde Hanim Cad.kavşağı - KARŞIYAKA,Arsenik (As),Arsenik,μg/L,"3,88",3.88,,3.88
2024-11-13,Atatürk Cad. İle Zübeyde Hanim Cad.kavşağı - KARŞIYAKA,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2024-11-13,Atatürk Cad. İle Zübeyde Hanim Cad.kavşağı - KARŞIYAKA,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2024-11-13,Atatürk Cad. İle Zübeyde Hanim Cad.kavşağı - KARŞIYAKA,Demir (Fe),Demir,μg/L,"15,92",15.92,,15.92
2024-11-13,Atatürk Cad. İle Zübeyde Hanim Cad.kavşağı - KARŞIYAKA,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2024-11-13,Atatürk Cad. İle Zübeyde Hanim Cad.kavşağı - KARŞIYAKA,Klorür (Cl⁻),Klorür,mg/L,28,28.0,,28.0
2024-11-13,Atatürk Cad. İle Zübeyde Hanim Cad.kavşağı - KARŞIYAKA,Koku,Koku,nan,UYGUN,,ND,
2024-11-13,Atatürk Cad. İle Zübeyde Hanim Cad.kavşağı - KARŞIYAKA,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2024-11-13,Atatürk Cad. İle Zübeyde Hanim Cad.kavşağı - KARŞIYAKA,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2024-11-13,Atatürk Cad. İle Zübeyde Hanim Cad.kavşağı - KARŞIYAKA,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,6",0.6,,0.6
