Tarih,NoktaId,NoktaTanimi,ParametreAdi,Birim,Deger,Standart
05.11.2025,15,Abdullah Arda Meydanı No:29 Arkadaşlar Kahvesi,Toplam sertlik,Fr,23,---
05.11.2025,15,Abdullah Arda Meydanı No:29 Arkadaşlar Kahvesi,Koliform Bakteri, ,0,0
05.11.2025,15,Abdullah Arda Meydanı No:29 Arkadaşlar Kahvesi,Koliform Bakteri, ,0,0
05.11.2025,15,Abdullah Arda Meydanı No:29 Arkadaşlar Kahvesi,C.perfringens,Sayı/100 ml,0,0
05.11.2025,15,Abdullah Arda Meydanı No:29 Arkadaşlar Kahvesi,C.perfringens,Sayı/100 ml,0,0
05.11.2025,15,Abdullah Arda Meydanı No:29 Arkadaşlar Kahvesi,Klorür (Cl⁻),mg/L,42,250
05.11.2025,15,Abdullah Arda Meydanı No:29 Arkadaşlar Kahvesi,Alüminyum (Al),µg/L,"9,68",200
05.11.2025,16,682/4 Sok. No:2 Gediz,E.coli,Sayı/100 ml,0,0
05.11.2025,16,682/4 Sok. No:2 Gediz,E.coli,Sayı/100 ml,0,0
05.11.2025,16,682/4 Sok. No:2 Gediz,C.perfringens,Sayı/100 ml,0,0
05.11.2025,16,682/4 Sok. No:2 Gediz,C.perfringens,Sayı/100 ml,0,0
05.11.2025,16,682/4 Sok. No:2 Gediz,Demir (Fe),µg/L,"94,02",200
05.11.2025,16,682/4 Sok. No:2 Gediz,pH, ,"7,6 (23 °C)","6,5-9,5"
05.11.2025,16,682/4 Sok. No:2 Gediz,Alüminyum (Al),µg/L,"12,60",200
05.11.2025,16,682/4 Sok. No:2 Gediz,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
05.11.2025,16,682/4 Sok. No:2 Gediz,Oksitlenebilirlik,mg/L O2,"0,4",5
05.11.2025,16,682/4 Sok. No:2 Gediz,İletkenlik,µS/cm,494 (25 °C),2500
05.11.2025,16,682/4 Sok. No:2 Gediz,Nitrit (NO₂),mg/L,<0.13,"0,5"
05.11.2025,16,682/4 Sok. No:2 Gediz,Arsenik (As),µg/L,"2,75",10
05.11.2025,16,682/4 Sok. No:2 Gediz,Koku, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,16,682/4 Sok. No:2 Gediz,Koliform Bakteri, ,0,0
05.11.2025,16,682/4 Sok. No:2 Gediz,Koliform Bakteri, ,0,0
05.11.2025,16,682/4 Sok. No:2 Gediz,Renk, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,16,682/4 Sok. No:2 Gediz,Bulanıklık, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,16,682/4 Sok. No:2 Gediz,Klorür (Cl⁻),mg/L,59,250
05.11.2025,16,682/4 Sok. No:2 Gediz,Tuzluluk,%0,0,---
05.11.2025,16,682/4 Sok. No:2 Gediz,Toplam sertlik,Fr,20,---
05.11.2025,17,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii,Arsenik (As),µg/L,"2,94",10
05.11.2025,17,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii,Tuzluluk,%0,0,---
05.11.2025,17,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii,Demir (Fe),µg/L,"91,99",200
05.11.2025,17,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
05.11.2025,17,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii,E.coli,Sayı/100 ml,0,0
05.11.2025,17,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii,E.coli,Sayı/100 ml,0,0
05.11.2025,17,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii,C.perfringens,Sayı/100 ml,0,0
05.11.2025,17,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii,C.perfringens,Sayı/100 ml,0,0
05.11.2025,17,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii,Alüminyum (Al),µg/L,"11,83",200
05.11.2025,17,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii,Renk, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,17,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii,Bulanıklık, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,17,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii,Nitrit (NO₂),mg/L,<0.13,"0,5"
05.11.2025,17,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii,pH, ,"7,6 (23 °C)","6,5-9,5"
05.11.2025,17,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii,Toplam sertlik,Fr,20,---
05.11.2025,17,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii,Koku, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,17,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii,Koliform Bakteri, ,0,0
05.11.2025,17,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii,Koliform Bakteri, ,0,0
05.11.2025,17,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii,İletkenlik,µS/cm,488 (25 °C),2500
05.11.2025,17,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii,Klorür (Cl⁻),mg/L,59,250
05.11.2025,17,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii,Oksitlenebilirlik,mg/L O2,"0,4",5
05.11.2025,18,Başarı Cad.İle 170. Sok.Kavşağı,pH, ,"7,6 (23 °C)","6,5-9,5"
05.11.2025,18,Başarı Cad.İle 170. Sok.Kavşağı,Koliform Bakteri, ,0,0
05.11.2025,18,Başarı Cad.İle 170. Sok.Kavşağı,Koliform Bakteri, ,0,0
05.11.2025,18,Başarı Cad.İle 170. Sok.Kavşağı,Toplam sertlik,Fr,21,---
05.11.2025,18,Başarı Cad.İle 170. Sok.Kavşağı,Alüminyum (Al),µg/L,"12,10",200
05.11.2025,18,Başarı Cad.İle 170. Sok.Kavşağı,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
05.11.2025,18,Başarı Cad.İle 170. Sok.Kavşağı,Bulanıklık, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,18,Başarı Cad.İle 170. Sok.Kavşağı,İletkenlik,µS/cm,490 (25 °C),2500
05.11.2025,18,Başarı Cad.İle 170. Sok.Kavşağı,Oksitlenebilirlik,mg/L O2,"0,4",5
05.11.2025,18,Başarı Cad.İle 170. Sok.Kavşağı,Koku, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,18,Başarı Cad.İle 170. Sok.Kavşağı,Renk, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,18,Başarı Cad.İle 170. Sok.Kavşağı,Tuzluluk,%0,0,---
05.11.2025,18,Başarı Cad.İle 170. Sok.Kavşağı,Nitrit (NO₂),mg/L,<0.13,"0,5"
05.11.2025,18,Başarı Cad.İle 170. Sok.Kavşağı,C.perfringens,Sayı/100 ml,0,0
05.11.2025,18,Başarı Cad.İle 170. Sok.Kavşağı,C.perfringens,Sayı/100 ml,0,0
05.11.2025,18,Başarı Cad.İle 170. Sok.Kavşağı,Demir (Fe),µg/L,"98,37",200
05.11.2025,18,Başarı Cad.İle 170. Sok.Kavşağı,E.coli,Sayı/100 ml,0,0
05.11.2025,18,Başarı Cad.İle 170. Sok.Kavşağı,E.coli,Sayı/100 ml,0,0
05.11.2025,18,Başarı Cad.İle 170. Sok.Kavşağı,Klorür (Cl⁻),mg/L,59,250
05.11.2025,18,Başarı Cad.İle 170. Sok.Kavşağı,Arsenik (As),µg/L,"2,84",10
05.11.2025,19,3586 Sok. No:1 Gürçeşme,İletkenlik,µS/cm,494 (25 °C),2500
05.11.2025,19,3586 Sok. No:1 Gürçeşme,pH, ,"7,6 (23 °C)","6,5-9,5"
05.11.2025,19,3586 Sok. No:1 Gürçeşme,Renk, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,19,3586 Sok. No:1 Gürçeşme,E.coli,Sayı/100 ml,0,0
05.11.2025,19,3586 Sok. No:1 Gürçeşme,E.coli,Sayı/100 ml,0,0
05.11.2025,19,3586 Sok. No:1 Gürçeşme,Arsenik (As),µg/L,"2,77",10
05.11.2025,19,3586 Sok. No:1 Gürçeşme,Oksitlenebilirlik,mg/L O2,"0,4",5
05.11.2025,19,3586 Sok. No:1 Gürçeşme,C.perfringens,Sayı/100 ml,0,0
05.11.2025,19,3586 Sok. No:1 Gürçeşme,C.perfringens,Sayı/100 ml,0,0
05.11.2025,19,3586 Sok. No:1 Gürçeşme,Klorür (Cl⁻),mg/L,59,250
05.11.2025,19,3586 Sok. No:1 Gürçeşme,Nitrit (NO₂),mg/L,<0.13,"0,5"
05.11.2025,19,3586 Sok. No:1 Gürçeşme,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
05.11.2025,19,3586 Sok. No:1 Gürçeşme,Koliform Bakteri, ,0,0
05.11.2025,19,3586 Sok. No:1 Gürçeşme,Koliform Bakteri, ,0,0
05.11.2025,19,3586 Sok. No:1 Gürçeşme,Demir (Fe),µg/L,"92,86",200
05.11.2025,19,3586 Sok. No:1 Gürçeşme,Koku, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,19,3586 Sok. No:1 Gürçeşme,Bulanıklık, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,19,3586 Sok. No:1 Gürçeşme,Tuzluluk,%0,0,---
05.11.2025,19,3586 Sok. No:1 Gürçeşme,Toplam sertlik,Fr,22,---
05.11.2025,19,3586 Sok. No:1 Gürçeşme,Alüminyum (Al),µg/L,"12,54",200
05.11.2025,20,Selimiye Cad. No:30/B Gültepe,Koku, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,20,Selimiye Cad. No:30/B Gültepe,C.perfringens,Sayı/100 ml,0,0
05.11.2025,20,Selimiye Cad. No:30/B Gültepe,C.perfringens,Sayı/100 ml,0,0
05.11.2025,20,Selimiye Cad. No:30/B Gültepe,Tuzluluk,%0,0,---
05.11.2025,20,Selimiye Cad. No:30/B Gültepe,İletkenlik,µS/cm,495 (25 °C),2500
05.11.2025,20,Selimiye Cad. No:30/B Gültepe,Alüminyum (Al),µg/L,"11,38",200
05.11.2025,20,Selimiye Cad. No:30/B Gültepe,pH, ,"7,6 (23 °C)","6,5-9,5"
05.11.2025,20,Selimiye Cad. No:30/B Gültepe,Koliform Bakteri, ,0,0
05.11.2025,20,Selimiye Cad. No:30/B Gültepe,Koliform Bakteri, ,0,0
05.11.2025,20,Selimiye Cad. No:30/B Gültepe,Toplam sertlik,Fr,22,---
05.11.2025,20,Selimiye Cad. No:30/B Gültepe,Nitrit (NO₂),mg/L,<0.13,"0,5"
05.11.2025,20,Selimiye Cad. No:30/B Gültepe,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
05.11.2025,20,Selimiye Cad. No:30/B Gültepe,E.coli,Sayı/100 ml,0,0
05.11.2025,20,Selimiye Cad. No:30/B Gültepe,E.coli,Sayı/100 ml,0,0
05.11.2025,20,Selimiye Cad. No:30/B Gültepe,Oksitlenebilirlik,mg/L O2,"0,4",5
05.11.2025,20,Selimiye Cad. No:30/B Gültepe,Arsenik (As),µg/L,"2,88",10
05.11.2025,20,Selimiye Cad. No:30/B Gültepe,Klorür (Cl⁻),mg/L,59,250
05.11.2025,20,Selimiye Cad. No:30/B Gültepe,Demir (Fe),µg/L,"99,59",200
05.11.2025,20,Selimiye Cad. No:30/B Gültepe,Bulanıklık, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,20,Selimiye Cad. No:30/B Gültepe,Renk, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,21,Kemalpaşa Cad. No: 46,Renk, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,21,Kemalpaşa Cad. No: 46,pH, ,"7,8 (23 °C)","6,5-9,5"
05.11.2025,21,Kemalpaşa Cad. No: 46,Arsenik (As),µg/L,"6,52",10
05.11.2025,21,Kemalpaşa Cad. No: 46,Koliform Bakteri, ,0,0
05.11.2025,21,Kemalpaşa Cad. No: 46,Koliform Bakteri, ,0,0
05.11.2025,21,Kemalpaşa Cad. No: 46,Klorür (Cl⁻),mg/L,27,250
05.11.2025,21,Kemalpaşa Cad. No: 46,Koku, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,21,Kemalpaşa Cad. No: 46,E.coli,Sayı/100 ml,0,0
05.11.2025,21,Kemalpaşa Cad. No: 46,E.coli,Sayı/100 ml,0,0
05.11.2025,21,Kemalpaşa Cad. No: 46,Toplam sertlik,Fr,30,---
05.11.2025,21,Kemalpaşa Cad. No: 46,C.perfringens,Sayı/100 ml,0,0
05.11.2025,21,Kemalpaşa Cad. No: 46,C.perfringens,Sayı/100 ml,0,0
05.11.2025,21,Kemalpaşa Cad. No: 46,Tuzluluk,%0,"0,1",---
05.11.2025,21,Kemalpaşa Cad. No: 46,Nitrit (NO₂),mg/L,<0.13,"0,5"
05.11.2025,21,Kemalpaşa Cad. No: 46,Alüminyum (Al),µg/L,"9,85",200
05.11.2025,21,Kemalpaşa Cad. No: 46,Bulanıklık, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,21,Kemalpaşa Cad. No: 46,İletkenlik,µS/cm,622 (25 °C),2500
05.11.2025,21,Kemalpaşa Cad. No: 46,Oksitlenebilirlik,mg/L O2,"0,6",5
05.11.2025,21,Kemalpaşa Cad. No: 46,Demir (Fe),µg/L,"66,00",200
05.11.2025,21,Kemalpaşa Cad. No: 46,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
05.11.2025,22,5227 Sok. No:35/C Çamdibi,Tuzluluk,%0,"0,1",---
05.11.2025,22,5227 Sok. No:35/C Çamdibi,pH, ,"7,8 (23 °C)","6,5-9,5"
05.11.2025,22,5227 Sok. No:35/C Çamdibi,İletkenlik,µS/cm,625 (25 °C),2500
05.11.2025,22,5227 Sok. No:35/C Çamdibi,Demir (Fe),µg/L,"71,56",200
05.11.2025,22,5227 Sok. No:35/C Çamdibi,E.coli,Sayı/100 ml,0,0
05.11.2025,22,5227 Sok. No:35/C Çamdibi,E.coli,Sayı/100 ml,0,0
05.11.2025,22,5227 Sok. No:35/C Çamdibi,Koku, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,22,5227 Sok. No:35/C Çamdibi,Koliform Bakteri, ,0,0
05.11.2025,22,5227 Sok. No:35/C Çamdibi,Koliform Bakteri, ,0,0
05.11.2025,22,5227 Sok. No:35/C Çamdibi,Oksitlenebilirlik,mg/L O2,"0,6",5
05.11.2025,22,5227 Sok. No:35/C Çamdibi,Arsenik (As),µg/L,"6,58",10
05.11.2025,22,5227 Sok. No:35/C Çamdibi,Renk, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,22,5227 Sok. No:35/C Çamdibi,C.perfringens,Sayı/100 ml,0,0
05.11.2025,22,5227 Sok. No:35/C Çamdibi,C.perfringens,Sayı/100 ml,0,0
05.11.2025,22,5227 Sok. No:35/C Çamdibi,Bulanıklık, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,22,5227 Sok. No:35/C Çamdibi,Toplam sertlik,Fr,30,---
05.11.2025,22,5227 Sok. No:35/C Çamdibi,Klorür (Cl⁻),mg/L,27,250
05.11.2025,22,5227 Sok. No:35/C Çamdibi,Nitrit (NO₂),mg/L,<0.13,"0,5"
05.11.2025,22,5227 Sok. No:35/C Çamdibi,Alüminyum (Al),µg/L,"13,83",200
05.11.2025,22,5227 Sok. No:35/C Çamdibi,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
05.11.2025,23,Cumhuriyet Meydanı No:16  Işıkkent,Klorür (Cl⁻),mg/L,27,250
05.11.2025,23,Cumhuriyet Meydanı No:16  Işıkkent,Koliform Bakteri, ,0,0
05.11.2025,23,Cumhuriyet Meydanı No:16  Işıkkent,Koliform Bakteri, ,0,0
05.11.2025,23,Cumhuriyet Meydanı No:16  Işıkkent,Tuzluluk,%0,"0,1",---
05.11.2025,23,Cumhuriyet Meydanı No:16  Işıkkent,Toplam sertlik,Fr,31,---
05.11.2025,23,Cumhuriyet Meydanı No:16  Işıkkent,pH, ,"7,8 (23 °C)","6,5-9,5"
05.11.2025,23,Cumhuriyet Meydanı No:16  Işıkkent,Nitrit (NO₂),mg/L,<0.13,"0,5"
05.11.2025,23,Cumhuriyet Meydanı No:16  Işıkkent,Demir (Fe),µg/L,"62,26",200
05.11.2025,23,Cumhuriyet Meydanı No:16  Işıkkent,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
05.11.2025,23,Cumhuriyet Meydanı No:16  Işıkkent,İletkenlik,µS/cm,622 (25 °C),2500
05.11.2025,23,Cumhuriyet Meydanı No:16  Işıkkent,Alüminyum (Al),µg/L,"9,15",200
05.11.2025,23,Cumhuriyet Meydanı No:16  Işıkkent,E.coli,Sayı/100 ml,0,0
05.11.2025,23,Cumhuriyet Meydanı No:16  Işıkkent,E.coli,Sayı/100 ml,0,0
05.11.2025,23,Cumhuriyet Meydanı No:16  Işıkkent,Bulanıklık, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,23,Cumhuriyet Meydanı No:16  Işıkkent,Arsenik (As),µg/L,"6,14",10
05.11.2025,23,Cumhuriyet Meydanı No:16  Işıkkent,Renk, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,23,Cumhuriyet Meydanı No:16  Işıkkent,Koku, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,23,Cumhuriyet Meydanı No:16  Işıkkent,C.perfringens,Sayı/100 ml,0,0
05.11.2025,23,Cumhuriyet Meydanı No:16  Işıkkent,C.perfringens,Sayı/100 ml,0,0
05.11.2025,23,Cumhuriyet Meydanı No:16  Işıkkent,Oksitlenebilirlik,mg/L O2,"0,6",5
05.11.2025,24,Çanakkale Cad.İle 7057 Sok KavsağıPınarbaşı,C.perfringens,Sayı/100 ml,0,0
05.11.2025,24,Çanakkale Cad.İle 7057 Sok KavsağıPınarbaşı,C.perfringens,Sayı/100 ml,0,0
05.11.2025,24,Çanakkale Cad.İle 7057 Sok KavsağıPınarbaşı,Alüminyum (Al),µg/L,"9,58",200
05.11.2025,24,Çanakkale Cad.İle 7057 Sok KavsağıPınarbaşı,Koliform Bakteri, ,0,0
05.11.2025,24,Çanakkale Cad.İle 7057 Sok KavsağıPınarbaşı,Koliform Bakteri, ,0,0
05.11.2025,24,Çanakkale Cad.İle 7057 Sok KavsağıPınarbaşı,Demir (Fe),µg/L,"63,32",200
05.11.2025,24,Çanakkale Cad.İle 7057 Sok KavsağıPınarbaşı,Koku, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,24,Çanakkale Cad.İle 7057 Sok KavsağıPınarbaşı,pH, ,"7,8 (23 °C)","6,5-9,5"
05.11.2025,24,Çanakkale Cad.İle 7057 Sok KavsağıPınarbaşı,Tuzluluk,%0,"0,1",---
05.11.2025,24,Çanakkale Cad.İle 7057 Sok KavsağıPınarbaşı,Toplam sertlik,Fr,31,---
05.11.2025,24,Çanakkale Cad.İle 7057 Sok KavsağıPınarbaşı,Klorür (Cl⁻),mg/L,27,250
05.11.2025,24,Çanakkale Cad.İle 7057 Sok KavsağıPınarbaşı,Oksitlenebilirlik,mg/L O2,"0,6",5
05.11.2025,24,Çanakkale Cad.İle 7057 Sok KavsağıPınarbaşı,Nitrit (NO₂),mg/L,<0.13,"0,5"
05.11.2025,24,Çanakkale Cad.İle 7057 Sok KavsağıPınarbaşı,E.coli,Sayı/100 ml,0,0
05.11.2025,24,Çanakkale Cad.İle 7057 Sok KavsağıPınarbaşı,E.coli,Sayı/100 ml,0,0
05.11.2025,24,Çanakkale Cad.İle 7057 Sok KavsağıPınarbaşı,Bulanıklık, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,24,Çanakkale Cad.İle 7057 Sok KavsağıPınarbaşı,Renk, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,24,Çanakkale Cad.İle 7057 Sok KavsağıPınarbaşı,İletkenlik,µS/cm,624 (25 °C),2500
05.11.2025,24,Çanakkale Cad.İle 7057 Sok KavsağıPınarbaşı,Arsenik (As),µg/L,"6,72",10
05.11.2025,24,Çanakkale Cad.İle 7057 Sok KavsağıPınarbaşı,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
05.11.2025,25,Şehitler Cad. No:22 H.Mustafa Gökdemir Camii Evka-3,C.perfringens,Sayı/100 ml,0,0
05.11.2025,25,Şehitler Cad. No:22 H.Mustafa Gökdemir Camii Evka-3,C.perfringens,Sayı/100 ml,0,0
05.11.2025,25,Şehitler Cad. No:22 H.Mustafa Gökdemir Camii Evka-3,Tuzluluk,%0,"0,1",---
05.11.2025,25,Şehitler Cad. No:22 H.Mustafa Gökdemir Camii Evka-3,Demir (Fe),µg/L,"63,93",200
05.11.2025,25,Şehitler Cad. No:22 H.Mustafa Gökdemir Camii Evka-3,Koku, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,25,Şehitler Cad. No:22 H.Mustafa Gökdemir Camii Evka-3,Arsenik (As),µg/L,"6,49",10
05.11.2025,25,Şehitler Cad. No:22 H.Mustafa Gökdemir Camii Evka-3,Nitrit (NO₂),mg/L,<0.13,"0,5"
05.11.2025,25,Şehitler Cad. No:22 H.Mustafa Gökdemir Camii Evka-3,Alüminyum (Al),µg/L,"11,63",200
05.11.2025,25,Şehitler Cad. No:22 H.Mustafa Gökdemir Camii Evka-3,Klorür (Cl⁻),mg/L,27,250
05.11.2025,25,Şehitler Cad. No:22 H.Mustafa Gökdemir Camii Evka-3,Oksitlenebilirlik,mg/L O2,"0,6",5
05.11.2025,25,Şehitler Cad. No:22 H.Mustafa Gökdemir Camii Evka-3,Koliform Bakteri, ,0,0
05.11.2025,25,Şehitler Cad. No:22 H.Mustafa Gökdemir Camii Evka-3,Koliform Bakteri, ,0,0
05.11.2025,25,Şehitler Cad. No:22 H.Mustafa Gökdemir Camii Evka-3,İletkenlik,µS/cm,625 (25 °C),2500
05.11.2025,25,Şehitler Cad. No:22 H.Mustafa Gökdemir Camii Evka-3,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
05.11.2025,25,Şehitler Cad. No:22 H.Mustafa Gökdemir Camii Evka-3,Bulanıklık, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,25,Şehitler Cad. No:22 H.Mustafa Gökdemir Camii Evka-3,Toplam sertlik,Fr,30,---
05.11.2025,25,Şehitler Cad. No:22 H.Mustafa Gökdemir Camii Evka-3,E.coli,Sayı/100 ml,0,0
05.11.2025,25,Şehitler Cad. No:22 H.Mustafa Gökdemir Camii Evka-3,E.coli,Sayı/100 ml,0,0
05.11.2025,25,Şehitler Cad. No:22 H.Mustafa Gökdemir Camii Evka-3,pH, ,"7,8 (23 °C)","6,5-9,5"
05.11.2025,25,Şehitler Cad. No:22 H.Mustafa Gökdemir Camii Evka-3,Renk, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,26,Ege Üni.Kampüsü İtfaiye Çeşmesi/İzsu Teknik Amirlik,C.perfringens,Sayı/100 ml,0,0
05.11.2025,26,Ege Üni.Kampüsü İtfaiye Çeşmesi/İzsu Teknik Amirlik,C.perfringens,Sayı/100 ml,0,0
05.11.2025,26,Ege Üni.Kampüsü İtfaiye Çeşmesi/İzsu Teknik Amirlik,Demir (Fe),µg/L,"61,44",200
05.11.2025,26,Ege Üni.Kampüsü İtfaiye Çeşmesi/İzsu Teknik Amirlik,Toplam sertlik,Fr,31,---
05.11.2025,26,Ege Üni.Kampüsü İtfaiye Çeşmesi/İzsu Teknik Amirlik,Klorür (Cl⁻),mg/L,27,250
05.11.2025,26,Ege Üni.Kampüsü İtfaiye Çeşmesi/İzsu Teknik Amirlik,Oksitlenebilirlik,mg/L O2,"0,6",5
05.11.2025,26,Ege Üni.Kampüsü İtfaiye Çeşmesi/İzsu Teknik Amirlik,Koliform Bakteri, ,0,0
05.11.2025,26,Ege Üni.Kampüsü İtfaiye Çeşmesi/İzsu Teknik Amirlik,Koliform Bakteri, ,0,0
05.11.2025,26,Ege Üni.Kampüsü İtfaiye Çeşmesi/İzsu Teknik Amirlik,pH, ,"7,8 (23 °C)","6,5-9,5"
05.11.2025,26,Ege Üni.Kampüsü İtfaiye Çeşmesi/İzsu Teknik Amirlik,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
05.11.2025,26,Ege Üni.Kampüsü İtfaiye Çeşmesi/İzsu Teknik Amirlik,Koku, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,26,Ege Üni.Kampüsü İtfaiye Çeşmesi/İzsu Teknik Amirlik,Bulanıklık, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,26,Ege Üni.Kampüsü İtfaiye Çeşmesi/İzsu Teknik Amirlik,Arsenik (As),µg/L,"6,04",10
05.11.2025,26,Ege Üni.Kampüsü İtfaiye Çeşmesi/İzsu Teknik Amirlik,Tuzluluk,%0,"0,1",---
05.11.2025,26,Ege Üni.Kampüsü İtfaiye Çeşmesi/İzsu Teknik Amirlik,Nitrit (NO₂),mg/L,<0.13,"0,5"
05.11.2025,26,Ege Üni.Kampüsü İtfaiye Çeşmesi/İzsu Teknik Amirlik,Alüminyum (Al),µg/L,"8,75",200
05.11.2025,26,Ege Üni.Kampüsü İtfaiye Çeşmesi/İzsu Teknik Amirlik,E.coli,Sayı/100 ml,0,0
05.11.2025,26,Ege Üni.Kampüsü İtfaiye Çeşmesi/İzsu Teknik Amirlik,E.coli,Sayı/100 ml,0,0
05.11.2025,26,Ege Üni.Kampüsü İtfaiye Çeşmesi/İzsu Teknik Amirlik,Renk, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,26,Ege Üni.Kampüsü İtfaiye Çeşmesi/İzsu Teknik Amirlik,İletkenlik,µS/cm,627 (25 °C),2500
05.11.2025,28,Yavuz Cad. 241/C  Osmangazi,Klorür (Cl⁻),mg/L,27,250
05.11.2025,28,Yavuz Cad. 241/C  Osmangazi,C.perfringens,Sayı/100 ml,0,0
05.11.2025,28,Yavuz Cad. 241/C  Osmangazi,C.perfringens,Sayı/100 ml,0,0
05.11.2025,28,Yavuz Cad. 241/C  Osmangazi,pH, ,"7,8 (23 °C)","6,5-9,5"
05.11.2025,28,Yavuz Cad. 241/C  Osmangazi,İletkenlik,µS/cm,622 (25 °C),2500
05.11.2025,28,Yavuz Cad. 241/C  Osmangazi,Tuzluluk,%0,"0,1",---
05.11.2025,28,Yavuz Cad. 241/C  Osmangazi,Demir (Fe),µg/L,"62,03",200
05.11.2025,28,Yavuz Cad. 241/C  Osmangazi,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
05.11.2025,28,Yavuz Cad. 241/C  Osmangazi,Koku, ,UYGUN,Tüketicilerce Kabul Edilebilir
05.11.2025,28,Yavuz Cad. 241/C  Osmangazi,Oksitlenebilirlik,mg/L O2,"0,6",5
05.11.2025,28,Yavuz Cad. 241/C  Osmangazi,E.coli,Sayı/100 ml,0,0
05.11.2025,28,Yavuz Cad. 241/C  Osmangazi,E.coli,Sayı/100 ml,0,0
05.11.2025,28,Yavuz Cad. 241/C  Osmangazi,Toplam sertlik,Fr,32,---
05.11.2025,28,Yavuz Cad. 241/C  Osmangazi,Koliform Bakteri, ,0,0
05.11.2025,28,Yavuz Cad. 241/C  Osmangazi,Koliform Bakteri, ,0,0
